,Unique_ID,Reviewer_Name,No-of_comment_likes,No-of_comment_dislikes,comment,Ratings,comment_text,word_counts
886,887,Zenitsu Agt,1,1,Wonderful,1,"Nice phone  I love it , smooth and  easy to use , camera suprb, design like iPhone,and the gaming performance Is Good,bgmi extreme plus..",208
427,428,Prithvi Raj,0,0,Worth the money,1,Good.,9
419,420,mayank  arora,0,0,Brilliant,1,Nice product.,20
1369,1370,DOMENDRA  SINGH NETAM,0,0,Pretty good,1,Nice phone.,18
786,787,Arpan Sarkar,1,0,Worth the money,1,Camera - 8/10Battery 7/10Performance - 9/10Display - 9/10This a excellent choice for gamers.,132
305,306,puliganti rajz Duggu ,1,1,Classy product,1,I love 💕😘.,20
583,584,Flipkart Customer,0,0,Simply awesome,1,One of the best smartphone under mid range with so many features. Hatsoff to OnePlus.....,135
143,144,AJAY SINGH,598,146,Wonderful,1,Awesome.,12
1120,1121,Dulal Mandi,0,0,Awesome,1,Portrait mode is  very good.,43
700,701,pardip kumar,5,0,Wonderful,1,Very good ??.,23
1336,1337,saumitra ghosh,0,0,Perfect product!,1,Excellent.,14
601,602,Prasenjit Sutradhar,0,0,Worth every penny,1,It's good. When I got the phone it was awesome experience. Flipkart is giving a assurance of authenticity. And like phone it's a great experience..,223
394,395,Flipkart Customer,0,0,Classy product,1,One of the best phone I purchase.,55
135,136,Parmar Naresh,0,0,Worth the money,1,"It take one and half hour for full charge, full charge withstand for whole day...",127
374,375,NARENDRA MISHRA,0,0,Terrific,1,Awesome.,12
829,830,Arunesh Siddhartha,1,0,Simply awesome,1,Good and gaming is awesome ??.,49
131,132,Vishal Kumar,0,0,Super!,1,Best Mobile For Samsung S23 Fe.,50
757,758,Suraj Chaurasiya,2,0,Just wow!,1,Awesome phone from OnePlus. Camera quality is good... battery also good. Performance is awesome. Little expensive but ... good phone.,194
1129,1130,Shahnaz Ahmad  Dar,0,0,Absolute rubbish!,0,Worst battery.,21
1100,1101,Flipkart Customer,0,1,Terrible product,0,Bad product.,19
136,137,Aminur Khan,3,1,Classy product,0,"Product is good. I like camera,design,display. But battery performance so bad..",113
73,74,Pratyush Pradhan,2,1,Simply awesome,1,The phone itself is really good in all terms except the battery life and it does get a little hot/warm at the back always. Nonetheless its a really good mobile phone..,261
285,286,Shivam  Gupta,1,0,Best in the market!,1,I like this phone. Its camera is really nice..,74
28,29,Vrushant Verma,4,1,Super!,1,Overall worthy the price.,38
1207,1208,Yuvaraj Yuvan,0,0,Very Good,1,Good mobile.,19
25,26,Flipkart Customer,6,1,Wonderful,1,Nice.,9
87,88,Dipankr Maurya,1,0,Best in the market!,1,Good phone.,18
335,336,Ravi Solanki,0,0,Fabulous!,1,Nice mobile.,19
598,599,Indranil Sadhu,0,0,Classy product,1,This is a totally flagship device with no compromise under 40k segment. I think this phone will be the best for all type of task high graphic games video editing and many more. At the end I'm totally satisfied with this brand new OnePlus 11R and also I have a request to OnePlus that please give the security update time to time..,517
174,175,Flipkart Customer,10,3,Awesome,1,Excellent product.go for it.,41
1181,1182,Venkata Sai,0,0,Decent product,1,Average.,12
838,839,Sahil  Singh,1,0,Terrific,1,Also great but heating issue.,45
1231,1232,Vipin Kumar,0,1,Highly recommended,1,"Good phone (??Display 5Camera 4Sound 5Battery 5 (don't use faster charger, use a normal charger up to 25-30 mAh and you will get 1.5 days to 2 days backup easily)Software Experience 5Design 5Processor 5Updates 5 (Now using Android 14 bita in Dec, 2023)Overall package 5.",406
245,246,praveen J,1,0,Mind-blowing purchase,1,Good 👍.,14
959,960,Dinesh singh Gurjar,0,0,Useless product,0,Heating issu battery drain Hang issue.,57
1202,1203,Deepu  Tripathi,0,0,Classy product,1,Good product.,20
30,31,BHAVESH NUWAL,2,0,Worth the money,1,Everything is good about this phone except the heating issue. It is bothering me..,125
539,540,Annamalai Karthik,0,0,Terrific,1,Nice product thanks one+ (Never settle) 😜.,64
868,869,bincy vincent,2,0,Could be way better,0,over heating at its peak and no return option .worst purchase ever??.,106
102,103,Abu Hozaifa,1,1,Just wow!,1,Very good👍.,18
1034,1035,Flipkart Customer,0,0,Good,1,During heavy tasks the phone gets hot quickly and its battery seems to be a little low.,139
1166,1167,abhishek singh,1,0,Utterly Disappointed,0,Bad.,8
905,906,Flipkart Customer,0,0,Value-for-money,1,It is overheating it reaches 44 degree celcius if used outside and the rest about this phone is good.,159
382,383,Rakesh kumar Sahu,0,0,Must buy!,1,The product is fabulous product.  I love it.,68
551,552,Manjit Singh,0,0,Excellent,1,Best experience with one plus 11RUnder 40 k best mobile but I purchased 36500/-Pros- Camera 4/5Battery 4/5Charging Speed 4.5/5Display 4.5/5Processor 5/5Software experience 4.5/5Cons - little bit heating during charging and Heavy usageBettery detained some time like camera useage but charging speed is high so it's cons handled.Best experience with one plus..,513
1094,1095,Saroj Sahoo,0,0,Just okay,1,It's hiting while using a long time.,58
571,572,MANSOOR AHMED SHAIK,0,0,Must buy!,1,No words to describe my experience. This phone is real value for money..,112
1305,1306,Kavita Khairnar,0,0,Delightful,1,Good prodakt thanks ????.,38
1104,1105,Ambrish Rai,7,9,Horrible,0,Don't buy this phone it is 8 month old.,67
68,69,Avadh  Biharee,2,0,Brilliant,1,If you buy this product don't worry In beginning you feel like that you buy wrong product But this phone is good and in beginning battery 🔋 life is shot time and then you use one week battery life increase This phone is awesome.,361
83,84,Jaleel Abdul,1,0,Excellent,1,"excellent mobile at this prince range 40k ,superb camera ,performance, display but battery is not good as expected, Ai features are simply superb..",217
1261,1262,Flipkart Customer,0,0,Terrific,1,Good perf.,17
1078,1079,SPS Jaat,1,0,Absolute rubbish!,0,Battery performance is very poor and return policy is not satisfied.,102
1215,1216,Naveen Sharma,0,0,Terrific,1,Exilant OnePlus mobile is always briliant.,61
639,640,hans raj,0,0,Simply awesome,1,It's really nice product 😊.,43
509,510,Arghya Biswas,0,0,Terrific purchase,1,good device.,19
1221,1222,rajat sutar,0,0,Very Good,1,Improve camera quality either phone is great profoming.,80
1296,1297,Tapas Kumar panda,0,0,Just wow!,1,Good ??.,15
381,382,Naina Arora,0,0,Brilliant,1,the picture is too clear.,41
1293,1294,Lutmon Mem,0,0,Value-for-money,1,Good. The only thing i don't like is the phone get heated too fast.,110
646,647,GOURANGA CHARAN  MOHANTY,0,0,Highly recommended,1,Best for me.,22
316,317,Prabhjot Sidhu,2,7,Perfect product!,1,Camera quality like Dlrs.,38
706,707,Sourav Hazari,4,0,Best in the market!,1,You can purchase this phone specially 20000 to  23000 . Other wise go to another phone..,136
215,216,Sumit Bisht,3,2,Highly recommended,1,"Awesome 😎 👍Am using this phone for 15 days now. So far it's good . Performance, battery everything is above par. Camera is decent. Primary sensor is brilliant but other two camera sensors are below average. Front camera is okay-ish. Attaching a ultra wide shot below. Overall a good buy at this price range if you don't need a camera centric phone specifically. 5g is working fine. At last but not the least a Value for money phone..",668
197,198,Amit Kumar Vishwakarma Yashwant,2,0,Wonderful,1,Best quality phone OnePlus 11R.,47
321,322,Pandu As,0,0,Wonderful,1,Best segment on this price.,43
221,222,Harish  Sharma,2,1,Terrific purchase,1,Camera is awesome with sony IMX 890 sensor😍😍.,70
568,569,SURAJ SINGH,0,0,Brilliant,1,Very excellent performance oneplus 11r thanks you Flipkart 👌😘.,90
1259,1260,Prince Kumar,0,0,Just wow!,1,Very nice product.,28
1019,1020,Abhishek Kumar  Ojha,0,0,Just wow!,1,Value for money ??????????Camera ???????????????????.,69
1035,1036,Anshul Verma,0,0,Really Nice,1,Nice Smartphn Under 26K...,39
1361,1362,Pradeep Kumar,0,0,Very Good,1,Camera is good and displayed is awesome but battery is average in this phone.,120
654,655,Madhu BATTULA,0,0,Simply awesome,1,I am really excited to use dis mobile. Camera awesome. Haptic was excellent.,116
1151,1152,Mounesh H.E,0,0,Worst experience ever!,0,Battery will dry less then 6hours.,53
1381,1382,Sachin Dwivedi,0,0,Good,1,Superb performance all rounder.,44
577,578,RAJ  AMRIT,0,0,Terrific purchase,1,Absolute killer Flagship from one plus Brand One plus 11R very premium kind of handset .. camera is decent ... Processor is at its best .. Display is stunning ...Overall phone is magnificent piece.,300
